experiment_id,post_date,topic,post_url,recommended_tags,used_tags,likes_3d,comments_3d,reach_3d,saves_3d,shares_3d,notes,created_at
EXP_20260509_191022,2026-05-09,뮌헨소년합창단에게 목소리로 와인잔 깨기를 시켜보았,https://www.instagram.com/reel/DX-mXtBvnFM/,,#mkc #choir #합창단 #어린이날 #성악,,,,,,알고리즘뜸 이유는 잘모르겠음? 감성분석된건가?,2026-05-09 19:10:22
